run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-14,1388427,78,2025,2025-12-13T14:30:00+00:00,Borussia Mönchengladbach,VfL Wolfsburg,2,2025-12-14T02:11:08.959993+00:00
2025-12-14,1388428,78,2025,2025-12-13T14:30:00+00:00,Eintracht Frankfurt,FC Augsburg,1,2025-12-14T02:11:09.037848+00:00
2025-12-14,1388430,78,2025,2025-12-13T14:30:00+00:00,1899 Hoffenheim,Hamburger SV,1,2025-12-14T02:11:09.115597+00:00
2025-12-14,1388431,78,2025,2025-12-13T14:30:00+00:00,FC St. Pauli,1. FC Heidenheim,1,2025-12-14T02:11:09.193301+00:00
2025-12-14,1390970,140,2025,2025-12-13T13:00:00+00:00,Atletico Madrid,Valencia,1,2025-12-14T02:11:09.271148+00:00
2025-12-14,1390971,140,2025,2025-12-13T17:30:00+00:00,Barcelona,Osasuna,1,2025-12-14T02:11:09.347663+00:00
2025-12-14,1390973,140,2025,2025-12-13T20:00:00+00:00,Getafe,Espanyol,2,2025-12-14T02:11:09.412970+00:00
2025-12-14,1390975,140,2025,2025-12-13T15:15:00+00:00,Mallorca,Elche,1,2025-12-14T02:11:09.503806+00:00
2025-12-14,1394568,203,2025,2025-12-13T17:00:00+00:00,Antalyaspor,Galatasaray,2,2025-12-14T02:11:09.570878+00:00
2025-12-14,1394573,203,2025,2025-12-13T14:00:00+00:00,Kayserispor,Alanyaspor,X,2025-12-14T02:11:09.643419+00:00
2025-12-14,1394574,203,2025,2025-12-13T11:30:00+00:00,Rizespor,Eyüpspor,1,2025-12-14T02:11:09.726489+00:00
2025-12-14,1396356,94,2025,2025-12-13T15:30:00+00:00,Casa Pia,GIL Vicente,X,2025-12-14T02:11:09.801329+00:00
2025-12-14,1396361,94,2025,2025-12-13T18:00:00+00:00,Rio Ave,Guimaraes,2,2025-12-14T02:11:09.953837+00:00
2025-12-14,1396362,94,2025,2025-12-13T20:30:00+00:00,Sporting CP,AVS,1,2025-12-14T02:11:10.032433+00:00
